Content ID,Content,Original Tag,Prediction p0,Prediction p1,Prediction p2
100021,【天天资讯】越野范儿更强烈，现代胜达XRT Concept官图发布 大家好，欢迎收看天天资讯，本期为大家介绍，近日，现代胜达XRTConcept的概念版车型官图正式发布，新车整体越野范儿非常强烈，帅气且硬朗。据悉，新车将会在11月的洛杉矶车展上正式发布。,1,1,0,0
100029,带“电”越野，成都车展6大硬派SUV抢先看！ 今年粗犷硬派的SUV似乎成为主旋律，成都车展上6台全新硬车齐登场，跟我一起抢先看！,1,0,0,0
100033,坦克400 Hi4-T将于成都车展开启预售，定位中大型越野SUV，采用非承载式车身，外观贼酷炫！ 哈喽大家好，这里是汽车洋葱圈，很高兴又与大家见面啦。日前，我们从坦克品牌官方获悉，坦克400 Hi4-T将正式于8月25日成都车展期间开启预售。该车定位于中大型越野SUV，采用非承载式车身，搭载2.0T+9HAT混动组合。根据此前规划，未来坦克全系车型都将推出Hi4-T越野新能源版本,1,1,0,0
100035,底盘更舒适！深蓝SL03驾驶感受如何？ 前几天试驾了新款深蓝SL03，两个字总结就是“加量”，会不会加价呢？成都车展最终会公布价格。,1,0,0,0
100038,魏牌高山DHT-PHEV将在成都车展开启预订，基于MPV专属平台打造，实用动力强！ 哈喽大家好，这里是汽车洋葱圈，很高兴又与大家见面啦。日前，我们从长城汽车官方了解到，旗下魏牌高山DHT-PHEV将在成都车展开启预订。该车基于魏牌新能源高端MPV专属平台打造，搭载1.5T发动机与电机组成的插混系统，车内采用2+2+3七座布局，将发力35-40万级高端家用MPV细分市场。,1,1,0,0
100041,启辰大V DD-i超混动110km iT车型将于成都车展交付，不光省油动力还强！ 哈喽大家好，这里是汽车洋葱圈，很高兴又与大家见面啦。日前，我们从东风日产官方获悉，旗下启辰大V DD-i超混动110km iT车型将于成都车展交付。启辰大V DD-i超混动此前已于7月8日上市，共推出4款配置车型，官方指导售价区间为11.89-14.99万元。新车定位为紧凑型SUV，是启辰首款应用DD-i超混动技术的产品。,1,1,0,0
100057,车长超5米，售价12.28万元起，你相信吗？ 其实谁都知道，搭载2.0T发动机+8挡手自一体变速箱，而且采用非承载式车身的大型SUV，市场指导价12.28万-15.78万元，相信除了8月21日上市的新哈弗H5，目前市场上绝无仅有。,1,1,0,0
100069,领克新标杆，试驾领克08 作为领克品牌的全新车型，领克08可以说是品牌走向第二阶段的战略车型，车辆不仅设计语言进化，车机也采用了和魅族合作的Flyme AUTO，实力全方面提升。,1,0,0,0
100073,特斯拉新Model 3曝光！取消雷达，卖20万你会买吗？ 特斯拉新Model 3曝光！取消雷达，卖20万你会买吗？,1,1,0,0
100085,现代“双伊”领衔 2023成都车展重磅轿车前瞻（下篇） 8月接近尾声，2023成都车展如约而至。本届车展以“智享蓉城，驭见未来”为主题，汇聚国内外129个汽车品牌，展出车辆近1600辆，本期盘一盘那些即将参展的重磅轿车。,1,0,0,0
100088,除了奔驰同款1.3T，第三代逍客还有哪些看点？ 从今天的静态体验来看，第三代逍客的变化是脱胎换骨的，而它对于产品上的升级和改变也都恰好切中了年轻消费者的购车需求，所以关于这台第三代逍客你怎么看？,1,0,0,0
100004,极石01：外观硬派，配双电机四驱，6/7座布局，34.99万起售！ 8月22日，极石01正式上市，售价34.99万-35.99万。新车定位中大型越野SUV，提供六座和七座布局可选，动力上将采用增程式混合动力系统。,1,1,0,0
100010,将四驱打成“白菜价”！探索06，要“革”谁的命？ 同样的价格，你选四驱还是两驱。这是之前在微博上的一个选择题。而从话题引发的讨论来看，几乎所有人都站到了“同价位能买四驱，绝不买两驱”的阵营。说白了，四驱哪哪都好，就是价格贵，用起来也贵。不过，伴随着11.69万元—13.99万元的探索06上市，可谓彻底把四驱的价格打了下来，更成为奇瑞打响“全民四驱”的第一枪。,1,1,0,0
100011,奇瑞探索06上市，不到13万就能买到四驱版？ 奇瑞探索06上市，不到13万就能买到四驱版？,1,1,0,0
100012,19万就能买Model 3？国产车活不长了？ 最近有博主爆料了关于特斯拉新款Model 3的物料，内饰不仅更简洁，还取消了雷达，更重要的是，它的价格可能去到20万以下。到时候，车圈又会掀起一波腥风血雨的价格战，那又会有多少车企遭殃呢？,1,0,0,1
100014,新哈弗H5 “非、长、强、大” 新哈弗H5正式上市，新哈弗H5是基于坦克平台打造，传承了H5家族可靠、耐用的优秀品质基础上，产品力全面跃升，拥有“非、长、强、大”四大核心优势，为用户提供超越同级的功能体验。新哈弗H５定位于大型全用途硬派SUV，新哈弗H5拥有超大拓展空间+强装载能力+强穿越能力+高通过性等强大产品力优势，能让用户享受到了“一车多用”的超值体验。,1,0,0,0
100018,奇瑞探索06上市，看看中外理工男之间的灵魂对话 新车上市背后的故事,1,1,0,0
100019,坦克400插混版即将预售！2.0T+9AT，比坦克300更硬核！ 日前我们从官方获悉，坦克400 Hi4-T将在成都车展开启预售。同时坦克品牌宣布首次以全 Hi4-T 越野新能源阵容亮相。新车采用坦克家族最新的的机甲风格打造，定位于中大型硬派越野车，将搭载2.0T+9HAT混动组合。,1,1,0,0
100024,那些车评人都懒得说的日系燃油车 那些车评人都懒得说的日系燃油车,1,0,0,0
100027,长安逸达畅享版上市，它是你的家庭出行选择吗？ 长安逸达畅享版上市，快来跟我看看吧！,1,1,0,0
100036,新Model 3又有新消息！这个定价你猜到了吗？ 新Model 3直降3万块？半个月内上市、外观内饰全面升级，移除所有雷达，20万块买新车，你觉得划算吗？,1,1,0,0
100037,丰田新赛那曝光！内饰比别克GL8更豪华，造型满意吗？ 丰田新赛那曝光！内饰比别克GL8更豪华，造型满意吗？,1,1,0,0
100038,12.28万起，2.0T动力，哈弗H5升级回归！ 全新哈弗H5上市啦，售价12.28万-15.78万元。在我们印象中，哈弗H5曾是一款性价比高，越野能力出众的紧凑型硬派SUV。现如今，全新哈弗H5直接跨越两个级别，升级成了一款大型SUV。,1,1,0,0
100045,170万用户的信赖 试驾东风日产全新第三代逍客 逍客在国内累计突破170万销量，现在东风日产全新第三代逍客已经来了，今天我们就来试一试这辆车到底怎么样,1,0,0,0
100059,国产硬派越野车扛鼎之作 全新BJ40来了！ 这几年硬派越野车可以说相当火热，很多的品牌厂商都推出了自己相关硬派越野车产品，而像北京汽车这样有着几十年专业越野车制造根基的厂商，也在全面更新自己的主力越野车型，全新的BJ40来了！,1,1,0,0
100060,标配即旗舰，东风标致新508L领衔，神龙汽车“三车齐上市” 作为“新法式驾控旗舰”，东风标致新508L于8月11日上市，官方指导价为16.37-20.77万元,1,1,0,0
100076,霸屏又刷屏！吉利银河E8曝光，全球首个量产巨屏即将上车 8月23日，吉利银河E8正式曝光。新车最大亮点就是，全球第一超宽45英寸8K的大屏。其他汽车品牌只停留在概念车的屏幕尺寸，吉利却实现了量产。整个大屏一体贯穿，有效显示区域达1130mm*138mm。这回真的被吉利秀到了，刷爆朋友圈！,1,1,0,0
100079,剑指比亚迪汉！长安启源A07下线：提供双动力形式，配2.5K中控屏 车内采用15.4英寸2.5K中控屏+50寸AR-HUD，内置8155芯片，配备电子怀挡机构,1,0,0,0
100083,后驱轿跑SUV睿蓝7，究竟够不够诚意 智能后驱轿跑SUV睿蓝7，推出了追云、 逐月、驰风、猎光四个版本，究竟够不够有诚意？,1,1,0,0
100085,“智驾游大五座SUV”，新岚图FREE正式上市，价格为26.69万 “智驾游大五座SUV”，新岚图FREE正式上市，价格为26.69万,1,1,0,0
100088,中大型SUV真正的搅局者！纯电续航201KM，4.8秒破百，仅售26.69万 中大型SUV真正的搅局者！纯电续航201KM，4.8秒破百，仅售26.69万,1,0,0,0
100100,比亚迪方程豹引领硬派越野进入新能源时代，技术准备好了吗？ 比亚迪F品牌终于亮相，方程豹引领硬核越野技术进入新能源时代，但是它的技术真的准备好了吗？,1,1,0,0
100001,领克08｜确实是“最速领克”，但不是“最运动领克”？ 领克08｜确实是“最速领克”，但不是“最运动领克”？,1,0,0,0
100003,仰望U8或将于成都车展上市，提供10种驾驶模式以及5项行驶功能 仰望U8此前已经开启预售，目前共推出2款配置车型供用户选择，预售价为109.8万元。此外，该车除了具备10种驾驶模式以及5项行驶功能外，更是打造出了一套全地形自适应反馈系统，为用户的安全驾驶增加了保障。,1,0,0,0
100004,东风汽车集团发布全新电动车品牌——东风纳米 东风汽车在成都东安湖体育中心，举办东风纳米品牌发布会，主题是东方风起，极致美好。东风纳米是东风集团旗下集商品企划、生产制造、营销于一体的全价值链科技型电动汽车公司，专注于纯电的科技型电动汽车，致力于重新定义纯电车，成为新能源汽车行业领军者。,1,0,0,0
100006,全新北京BJ40即将开启预售，尺寸轴距加长，设计语言全面更新 全新BJ40作为换代产品，它的车身长度大幅加长160mm，它的车身宽度、高度、轴距均有小幅增加。并且它的外观内饰采用全新的家族式设计，将搭载2.0T发动机。,1,1,0,0
100024,【天天资讯】271.8万起，阿斯顿·马丁DB12 Volante中国市场售价公布 大家好，欢迎收看天天资讯，本期为大家介绍，近日，我们获取到一则消息，阿斯顿·马丁DB12 Volante中国市场售价进行了正式公布，新车的起售价为271.8万元。据悉，新车将会在蒙特雷汽车周上进行首发亮相，并且会在2023年第三季度开始生产，国内首批车型应该会在同年第四季度进行交付。,1,1,0,0
100025,【天天资讯】采用全新设计，疑似全新名爵3谍照曝光 大家好，欢迎收看天天资讯，本期为大家介绍，近日，网络上曝光出了一组疑似全新名爵3的测试谍照，作为换代车型，新车在设计上有着大幅调整。,1,1,0,0
100028,【天天资讯】提供单电机和双电机版本，比亚迪宋L申报信息曝光 大家好，欢迎收看天天资讯，本期为大家介绍，近日，我们从工信部公布的最新一批新车申报目录中发现了比亚迪宋L车型的申报信息。根据此前消息，新车将于今年四季度上市。,1,1,0,0
100029,【天天资讯】江淮瑞风RF8插混版谍照曝光，将在成都车展亮相 大家好，欢迎收看天天资讯，本期为大家介绍江淮瑞风RF8插混版谍照曝光，将在成都车展亮相，近日，江淮瑞风RF8插混版的路试谍照从网络上曝光。我们还获悉，新车将会在成都车展上正式亮相，或将在第四季度正式上市。,1,1,0,0
100039,奇瑞新款QQ冰淇淋 起售价不到3万 新增205公里续航 奇瑞新款QQ冰淇淋 起售价不到3万 新增205公里续航,1,0,0,0
100044,哈弗H5上市：12.28万起，无手动四驱，后桥差速锁需选装 众人期待的哈弗H5终于上市了，大家对于价格似乎没有太多疑问，那么配置咱们应该怎么选呢？,1,1,0,0
100046,主打纯视觉智驾！为了降低售价，马斯克居然想取消所有雷达 新款Model 3为了降低售价，可能取消全部雷达，主打纯视觉智能驾驶。,1,0,0,0
100055,"劳斯莱斯发布定制豪华双座跑车“逐影”，售价超过3000万美元 劳斯莱斯近日发布了一款新车型La Rose Noire Droptail，这款车型以爱情为主题，由劳斯莱斯专属车身定制部门（Coachbuild）按照客户的需求历时逾四年打造而成，是劳斯莱斯现代历史上打造的首款双座跑车，Droptail的车身颜色被命名为""真爱""，据官方介绍，逐影将推出四款车型，首款车型命名为“夜阑玫瑰”（La&nbsp;Rose&nbsp;Noire），设计灵感源自于富有浪漫气质",1,0,0,0
100056,生产成本下降14%，取消毫米波雷达，新款Model 3起售价会低于20万？ 特斯拉要推新款Model 3的消息早就传遍大江南北，更低的生产成本，更激进的全视觉驾驶辅助策略都让新款Model 3充满看点。至于等新款还是买旧款的问题，个人建议还是等等新款，毕竟买新不买旧是数码界的至理箴言，这句话用在主打智能车机的Model 3同样适用～看完视频记得点赞留言哦！,1,0,0,0
100068,试驾2023款标致4008：这是一次充满诚意的升级 试驾2023款标致4008：这是一次充满诚意的升级,1,0,0,0
100081,四驱系统+600mm涉水+机械差速锁，15万即可入手新哈弗H5? 四驱系统+600mm涉水+机械差速锁，15万即可入手新哈弗H5?,1,0,0,0
100084,小米汽车最新动态梳理——能耗曝光、电池供应商确定、造车资质到手！ 小米汽车最新动态梳理——能耗曝光、电池供应商确定、造车资质到手！,1,0,0,0
100089,全新哈弗H5：12.28万起售，汽油柴油版都有，车迷们有福了！ 8月21日，全新哈弗H5正式上市，新车推出4款汽油版和2款柴油版车型，价格定位在12.28 万 -15.78 万之间。整车基于坦克平台打造，采用非承载式车身，搭载2.0T汽/柴油+采埃孚8AT变速箱的动力总成。,1,1,0,0
100002,疑似大众最后一代纯燃油Tiguan曝光 你知道吗？这有可能是最后一代搭载燃油动力的Tiguan了新车基于MQB Evo平台打造，外观采用分层式设计，前格栅宽大，配有导流槽，运动感十足。大灯组采用贯穿式设计，品牌LOGO位于中部，科技感与辨识度兼备。尾部为简约精致的贯穿式尾灯组，内部点阵式光源布局点亮效果出色。宽大黑色护板降低视觉重心，赋予新车一定野性。内饰设计简单规整，配备悬浮式OLED中控屏，提供12.9英寸和15英寸两种规格，内置,1,0,0,0
100004,这是冲小鹏G6来的？智己LS6首发亮相！ 定位中大型智能轿跑SUV的智己LS6究竟有什么亮点？面对小鹏G6，它又憋了什么大招？戳视频看看吧~,1,1,0,0
100015,仰望U8或将于2023成都车展正式上市，售价超百万的国产技术新贵！ 哈喽大家好，这里是汽车洋葱圈，很高兴又与大家见面啦。日前，我们从成都国际车展组委会获悉，仰望U8或将于2023成都车展正式上市。此前，官方便表示，仰望U8豪华版预计于8月正式上市，并于9月份陆续开启交付。仰望U8是一款增程式大型SUV，目前预售的有豪华版和越野玩家版两款车型，预售价为109.8万元，不过正式上市时售价可能会有小幅调整。下面咱们就一起来看一看,1,1,0,0
100034,颜值配置全都有！五菱星云开启盲订：提供个性服务，内置灵犀系统 该车外观让人一眼难忘，大灯还具备同级唯一的星语律动灯光秀功能，辨识度极高。,1,1,0,0
100035,小鑫快评｜长安启源A05申报图曝光，被网友称之为小“逸达”？ 长安启源A05将搭载由1.5L发动机与电机组成的插混系统，预计后期还会有纯电动版车型。定位于紧凑型轿车。预计上市后将成为秦PLUS DM-i的竞争对手。,1,1,0,0
100048,预售13.37万起 后驱+换电+激光雷达 这样的轿跑SUV睿蓝7你爱了吗？ 预售13.37万起 后驱+换电+激光雷达 这样的轿跑SUV睿蓝7你爱了吗？,1,1,0,0
100053,全新QQ冰淇淋上市 2.99万元起 增205km续航车型+加量不加价 全新QQ冰淇淋上市 2.99万元起 增205km续航车型+加量不加价,1,1,0,0
100054,新款奇瑞QQ冰淇淋今日在奇瑞QQ文化节上正式发布 新款奇瑞QQ冰淇淋今日在奇瑞QQ文化节上正式发布,1,1,0,0
100056,东风纳米品牌正式发布 首款新车纳米01亮相，有什么亮点？ 东风纳米品牌正式发布 首款新车纳米01亮相，有什么亮点？,1,1,0,0
100059,奇瑞QQ二十年情怀不减，全新QQ冰淇淋上市2.99万起，续航达205KM 8月23日，行摄漫记《开车带你玩》来到了奇瑞QQ在成都欢乐谷举行的QQ音乐节。二十年前，奇瑞QQ横空出世，在当时的燃油车市场上面占领了独属于奇瑞QQ的一片天地。如今，全新QQ冰淇淋也上市了，售价2.99万-5.29万元起。那就一起来看看本期视频。,1,0,0,0
100062,8.99万起售，燃油/混动可选，东风风神浩瀚怎么选？ 东风风神皓瀚正式上市，新车有燃油版和混动两种形式，其中燃油版售价8.99-11.19万元，混动版车型售价9.99-13.69万元。,1,1,0,0
100068,BAW王牌&卡路里8AT自动档双车型郑州上市 BAW王牌&卡路里8AT自动档双车型郑州上市,1,0,0,0
100071,换装全新车机！领克03橙色版上市：新增车色，搭2.0T+7DCT 外观采用了黑顶+橙色车身的设计，车内新增橙色安全带，拥有全新的领克Link OS N车机系统。,1,1,0,0
100073,多重焕新 快乐+电，全新QQ冰淇淋正式官宣上市 2023奇瑞QQ文化节在天府之国成都欢乐谷盛大开启，精品纯电小车全新小蚂蚁、萌趣纯电小车全新QQ冰淇淋焕新亮相活动现场，多重升级亮眼吸睛。其中，全新QQ冰淇淋正式官宣上市，新车推出三种续航7版车型，续航里程从120公里、170公里扩展到205公里。,1,1,0,0
100074,2023成都车展 抢先实拍！ 名爵电动敞篷跑车Cyberster亮相 3.2秒破百的国产电动跑车听说只卖35万？还是剪刀门！名爵全新电动敞篷跑车Cyberster亮相2023成都车展，这个价格你觉得有优势吗？,1,1,0,0
100089,造型硬朗却配香氛 储物空间50+ 捷途旅行者是硬派还是舒适？ 这是2023成都国际车展上将亮相的捷途旅行者，而它也预计在今年9月正式上市。,1,1,0,0
100098,纯电专业品牌东风纳米正式发布，纳米01全球首发亮相 成都国际车展前夕抢先发布：国民纯电专业品牌东风纳米正式发布，纳米01全球首发亮相啦！纳米01定位入门级小型的纯电SUV。,1,1,0,0
100099,不玩概念  东风纳米全球发布 不玩概念  东风纳米全球发布,1,1,0,0
100100,2023成都车展前瞻—自主品牌篇 一年一度的成都车展即将来临，其中新能源车型占比很高，热度依然居高不下，那么这次成都车展自主品牌当中，到底哪些车型更为“吸睛”呢？,1,0,0,0
100009,成都欢乐谷打卡QQ家族，全新QQ冰淇淋上市啦！ 成都欢乐谷打卡QQ家族，全新QQ冰淇淋上市啦！,1,1,0,0
100013,换装奔驰同款发动机，13.99万起售，全新第三代逍客值不值得买? 全新逍客史上最强换代，颜值升级，换装奔驰同款1.3T发动机，王者进阶已完成？,1,1,0,0
100024,2023款欧拉好猫尊荣型上市，对车辆动力进行升级，提速能力加强 2023款欧拉好猫尊荣型根据续航里程不同，售价分别为14.98万元和16.58万元。与其他车型相比，尊荣型对车辆动力进行升级，在提速能力、爬坡能力和静谧性方面均有所提升，配置则与尊贵型保持一致。,1,0,0,0
100029,新款红旗H5将于2023成都车展正式上市，年度改款，配置进行调整 新款红旗H5将进行年度改款，新车整体造型呈现出豪华、大气的视觉感受，同时车辆在动力上还将提供1.5T、2.0T以及1.5T HEV三种动力版本供消费者选择。,1,1,0,0
100037,AO纯电市场来了个很能打的 小车也能有固态电池和超快充 陈昊：东风纳米生逢其时 AO纯电市场来了个很能打的小车也能有固态电池和超快充陈昊：东风纳米生逢其时,1,0,0,0
100041,岚图FREE焕新上市 Apollo高阶智驾表现亮眼 岚图FREE焕新上市 Apollo高阶智驾表现亮眼,1,1,0,0
100044,新款岚图FREE卖26.69万，赢麻了？ 新款岚图FREE卖26.69万，赢麻了？,1,0,0,0
100053,新一代国产宝马5系曝光，加长115毫米/全系搭2.0T/有望于年内上市 新一代国产宝马5系曝光，加长115毫米/全系搭2.0T/有望于年内上市,1,1,0,0
100058,抢先体验宋L，四驱、云辇、四活塞卡钳，外形拉风的猎装SUV 之前在上海车展上，我们第一次见到了宋L，本次，我们近距离的接触这款车，同时也知道了更多的信息,1,0,0,0
100066,发售限量新配色，实拍smart精灵1号BRABUS性能版 本届成都车展，smart品牌将发售采用“赛博银+能量红”全新配色方案的smart精灵#1 BRABUS性能版，张局在开展前为大家提前探馆拍摄了这款车型。,1,1,0,0
100071,快乐新起点，Q动新篇章，2023奇瑞QQ文化节圆满收官 全新QQ冰淇淋正式官宣上市。新车推出三种续航7版车型，续航里程从120km、170km扩展到205km，官方指导价2.99万元-5.29万元，,1,1,0,0
100074,快乐+电一起回忆杀，QQ冰淇淋2024款上市，新增205km续航版本！ 快乐+电一起回忆杀，QQ冰淇淋2024款上市，新增205km续航版本！,1,1,0,0
100081,新款岚图FREE正式上市，售价26.69万元，定位智驾游大五座SUV 新款岚图FREE只推出一个版本车型，官方售价为26.69万元。这款新车在保持现款游艇式轮廓基础上进行年轻化改变，造型更加硬朗，整体更富运动气息。新车定位为一款智驾游大五座SUV，车辆标配全铝悬架和空气悬挂，CLTC综合续航里程达到1201km，纯电续航210km。,1,1,0,0
100085,广汽传祺E8内饰曝光 家用MPV最值得期待车型？ 广汽传祺E8内饰曝光，相比M6内饰变得更加豪华，第二排有腿托和电调功能，家用MPV最佳车型？,1,1,0,0
100088,玩转2023奇瑞QQ文化节 QQ冰淇淋上市2.99万起售 新车共推出三种续航共7个版车型，分别为续航120km、170km、205km版，官方指导价2.99万元-5.29万元。,1,1,0,0
100089,为了它牧马人都不要了？福特bronco年底上市，比坦克300就贵一点 买不起牧马人又看不上坦克300到底买啥车？可以等等它！,1,1,0,0
100091,换标+续航里程提升，音乐节体验全新奇瑞QQ冰淇淋，玩嗨了 2.99万元起，全新QQ冰淇淋上市，奇瑞QQ文化节正式回归。,1,1,0,0
100092,全新一代哈弗H5上市12.28-15.78万 买不了吃亏买不了上当 全新一代哈弗H5是一辆相当不出的工具车，而12.28-15.78万元的价格让你坐拥一台身长5190mm，轴距3140mm，2.0T+8AT的大号SUV，怕是真的买不了吃亏、买不了上当吧？！,1,1,0,0
100001,10万元级纯电新能源又多一个卷王！东风纳米品牌&纳米01全球首秀 8月23日，东风汽车集团的新能源战略重要基石之一的东风纳米品牌全球首秀，将致力于研发制造10万元以内的纯电新能源车型，基于东风量子3号架构的纳米01将成为品牌独立后首款车型，10万元级入门型纯电车型试车更热闹喽！,1,1,0,0
100002,30万级不变，阿维塔11鸿蒙版发布！内外升级且不忘老车主！ 阿维塔11鸿蒙版正式发布，在保持30万级定位不变的前提下竞争力进一步增加，在内外升级的同时也没有忘记老车主！,1,1,0,0
100003,45英寸8K巨屏？没有搞错吧 吉利银河E8居然上了全球第一大屏 从吉利汽车方面得到的消息，将于今年四季度上市的吉利银河E8旗舰纯电轿车，内饰方面将用上全球汽车业内第一块45英寸8K巨屏，我的天……,1,0,0,0
100013,打卡岚图用户之夜，与知音共岚图，这是《我们的Party》！ 叮咚，当夜幕降临，全城灯光亮起听，大咖明星，唱响岚图之音来，一场交朋友，交换美好的Party把用户设计图纸，搭建成实景岚图和用户共创时尚街区各地车友知交欢聚，图个开心,1,0,0,0
100014,国产新宝马X5：动力提升，外观升级，成都车展亮相！ 作为华晨宝马旗下最受欢迎的 SUV 车型之一，新款国产宝马 X5 将在成都车展上正式亮相。与现款相比，新车除了对外观进行了升级外，动力方面也有所提升，有望在今年9月开始投产。,1,1,0,0
100016,还记得奇瑞QQ吗？感受一下QQ的文化节 奇瑞QQ当年可谓是火的一踏糊涂，如今2023年，让我们再来感受一下奇瑞QQ文化节的热烈氛围吧。,1,0,0,0
100017,小车King的盛大Party，奇瑞QQ文化节也太嗨了吧！ 小车King的盛大Party，奇瑞QQ文化节也太嗨了吧！,1,0,0,0
100020,起亚EV5成都车展开启预售 15.98万-22.98万元 在2023成都车展上，起亚EV5量产版正式和大家见面了，并且开启了预售，11月广州车展将正式公布价格。它是一款纯电SUV，快跟文俏一起去看看吧。,1,1,0,0
100021,成都车展价格战，阿维塔11开第一枪。鸿蒙版最低28万拿下，网友：压力给到了问界这边 成都车展价格战，阿维塔11开第一枪。鸿蒙版最低28万拿下，网友：压力给到了问界这边,1,0,0,0
100023,史上最大的哈弗，也是最性价比的哈弗！成都车展探馆新哈弗H5 中国有句老话“过日子，该省省，该花花”；简单来说就是钱要花在刀刃上，能事半功倍。而新哈弗H5，显然就是这么一台车，且看我们成都车展探馆实拍。,1,0,0,0
100035,【天天资讯】将在成都车展亮相，智己LS6申报图公布 大家好，欢迎收看天天资讯，本期为大家介绍，近日，我们从工信部公布的最新一批新车申报目录中发现了智己LS6车型的申报信息。据悉，新车即将在8月25日开幕的成都车展上亮相。,1,1,0,0
100038,曾经的神车回来了？蓉城见证奇瑞QQ冰淇淋焕新上市 哈喽大家好，我现在呢在四川成都欢乐谷来参加奇瑞QQ文化节，听说还有新车型上市以及实力唱将助阵，究竟是怎么一回事？让我们进去看看吧。,1,0,0,0
100042,终于丢掉3缸！前脸造型激进，别克昂科拉PLUS 12.69万起售！ 8月23日，别克昂科拉PLUS正式上市。共推出两款车型，售价区间为12.69-13.69万元。新车基于全球平台打造，采用全新PURE Design纯粹设计理念，搭载1.5T四缸发动机+CVT动力组合。,1,1,0,0
100043,【天天资讯】外观非常动感，奇瑞+华为智选首款纯电轿跑无伪谍照 大家好，欢迎收看天天资讯，本期为大家介绍奇瑞+华为智选首款纯电轿跑无伪谍照曝光，新车的外观非常动感，身姿灵动。据悉，该车将率先搭载鸿蒙4系统，并将会在三季度进行亮相。,1,1,0,0
100044,【天天资讯】外观更耀眼，布加迪W16 Mistral金色特别版官图发布 大家好，欢迎收看天天资讯，本期为大家介绍，近日，一组布加迪W16 Mistral金色特别版的官图从网络上正式发布。新车的外观采用了金色涂装十分耀眼。据悉，新车将会在圆石滩车展与另一款金色涂装的Chiron Golden Era特别版一起亮相。,1,1,0,0
100046,30-40万元！方程豹豹5于2023成都车展开启盲订 8月25日，在成都车展上，方程豹豹5正式开启盲定，盲定价格区间为30-40万元。作为新能源硬派SUV，方程豹豹5拥有强悍的越野能力以及优秀的能耗控制，能够更好的兼顾越野和城区代步的需求。,1,1,0,0
100047,2023成都车展｜长安启源A07亮相，增程+纯电动力可选 2023成都车展于8月25日正式开幕，期间长安启源首款车型——A07正式亮相，新车定位中大型轿车，动力上将提供丰富的选择，涵盖增程式混动以及纯电版本。,1,1,0,0
100051,起亚EV5成都车展正式预售 15.98万-22.98万元 在2023成都车展上，起亚EV5量产版正式和大家见面了，并且开启了预售，11月广州车展将正式公布价格。它是一款纯电SUV，快跟文俏一起去看看吧。,1,1,0,0
100052,国产力作，全新红旗HS725万元起售，为豪华市场注入新活力 全新红旗HS7在本届成都车展上正式上市，新车售价区间为25.58-33.58万元。这款新车被定位为中大型SUV，对于外观和内饰方面进行了全新的升级。,1,1,0,0
100062,捷途旅行者开启预售，14.09万元起 捷途旅行者开启预售，14.09万元起,1,1,0,0
100063,两分钟带你看懂成都车展上的全新红旗HS7 在本届成都车展上，一汽红旗全新HS7正式上市。换装的全新直瀑式中网看起来更加时尚大气，丰富的智能化配置及多种座椅布局满足了消费者多元化的用车需求。戳视频，带你看！,1,1,0,0
100064,广汽传祺旗舰插混SUV亮相 有什么惊喜亮点？ 广汽传祺推出了E9后，在市场收获到不错的反响，所以它们打算趁热打铁，沿用同一套动力总成打造又一款插混新车，它就是今天要给你们介绍的传祺ES9，一款传祺旗下旗舰级插电式混动SUV，在本届成都车展，它将首次登台亮相，它到底有什么亮点？请看视频介绍。,1,0,0,0
100065,"2023成都车展：新款上汽大众威然上市 售价28.98万元起 威然Viloran是上汽大众旗下的首款大型豪华MPV,自上市以来就在市场上备受关注。在2023成都车展发布会上，上汽大众宣布2024款威然正式上市，共推出两种排量五款车型，官方指导价为28.98-40.28万元。",1,1,0,0
100068,"开篷吧！猛兽—梅赛德斯-AMG SL 63 4MATIC+ 全新梅赛德斯-AMG SL 63 4MATIC+在成都车展上正式上市，厂商建议零售价为人民币1,999,800元。自1952年传奇赛车300 SL诞生至今，SL家族不断塑造着人们对于豪华跑车的认知与向往，成就71载无数车迷心中梦寐以求的经典梦想座驾。",1,0,0,0
100072,非 长 强 大，新哈弗H5场景化体验 今儿咱们看的这台车就是超出我想象的大，不仅在车身尺寸上超长，内部空间超大，动力更加强劲，结合它的定价区间，这台车这绝对又是一辆爆款，就是这台新哈弗H5。,1,0,0,0
100074,比亚迪方程豹亮相成都车展 但是它的站台根本挤不进去 比亚迪方程豹亮相成都车展 但是它的站台根本挤不进去,1,0,0,0
100075,DoNews汽车带你直击成都车展-哈弗猛龙 DoNews汽车带你直击成都车展-哈弗猛龙,1,0,0,0
100076,两分钟带你看懂车展上的捷途旅行者 在本届成都车展上，捷途旅行者正式开启预售。新车凭借硬派造型、高通骁龙8155芯片、XWD全自动智能四驱等优点，获得了现场不少人士的关注。戳视频，带你看！,1,1,0,0
100079,名爵纯电跑车Cyberster亮相2023成都车展 名爵纯电跑车Cyberster亮相2023成都车展，软顶敞篷、剪刀门，零百加速3.2秒，你猜它的售价是多少？35万左右，这你还不心动？,1,0,0,0
100081,预售价12.8万起，银河L6值得买吗？ 预售价12.8万起，银河L6值得买吗？,1,1,0,0
100083,定位旅行越野SUV，捷途旅行者车展实拍，预售价14万起 捷途品牌全新SUV车型旅行者，它在本届车展上发布了预售价格，预售价区间为14万-18万。这款新车定位旅行越野SUV，主打舒适、自由的出行体验。除了这个硬朗的外观造型以外，捷途旅行者还有很多硬核实力。,1,1,0,0
